acquisitionDate,additionalInfo_ACTION,additionalInfo_FORMED_GEN,additionalInfo_Fe_avg,additionalInfo_HARVDATE,additionalInfo_HETER_GROUP,additionalInfo_NOTE_AA_text,additionalInfo_PLOTS_IN_TRIAL,additionalInfo_PRODLOC,additionalInfo_PRODSEASON,additionalInfo_QPM_ZN_DONOR,additionalInfo_REC_PARENT,additionalInfo_SOWDATE,additionalInfo_YEARCODE,additionalInfo_Zn_avg,breedingMethodDbId,countryOfOriginCode,defaultDisplayName,donors,germplasmDbId,germplasmName,pedigree,storageTypes,synonyms,taxonIds
2022-12-15,selfed,,20.15,20221215,,,C1898-9,centro,2022C,N/A,N/A,20220830,C,31.7,40,CE,X2G03U2694,[],2QEDGCpkYjvCC,X2G03U2694,X2G03U2694,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-9"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.45,20221215,,,C1898-10,centro,2022C,N/A,N/A,20220830,C,31.34,40,CE,X2G03U2695,[],2QEDGRIAcOIt8,X2G03U2695,X2G03U2695,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-10"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,18.49,20221215,,,C1898-11,centro,2022C,N/A,N/A,20220830,C,28,40,CE,X2G03U2696,[],2QEDGWtvmet67,X2G03U2696,X2G03U2696,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-11"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.11,20221215,,,C1898-12,centro,2022C,N/A,N/A,20220830,C,28.43,40,CE,X2G03U2697,[],2QEDGPhYgDyAb,X2G03U2697,X2G03U2697,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-12"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.36,20221215,,,C1898-13,centro,2022C,N/A,N/A,20220830,C,30.7,40,CE,X2G03U2698,[],2QEDG9mMXjfkB,X2G03U2698,X2G03U2698,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-13"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.03,20221215,,,C1898-14,centro,2022C,N/A,N/A,20220830,C,34.27,40,CE,X2G03U2699,[],2QEDGx9OJjVX9,X2G03U2699,X2G03U2699,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-14"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21,20221215,,,C1898-15,centro,2022C,N/A,N/A,20220830,C,34.38,40,CE,X2G03U2700,[],2QEDGBCpc1GAf,X2G03U2700,X2G03U2700,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-15"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,24.61,20221215,,,C1898-16,centro,2022C,N/A,N/A,20220830,C,34.1,40,CE,X2G03U2701,[],2QEDGCI2JqjNQ,X2G03U2701,X2G03U2701,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-16"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.74,20221215,,,C1898-17,centro,2022C,N/A,N/A,20220830,C,35.45,40,CE,X2G03U2702,[],2QEDGCSms4ndf,X2G03U2702,X2G03U2702,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-17"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,23.83,20221215,,,C1898-18,centro,2022C,N/A,N/A,20220830,C,28,40,CE,X2G03U2703,[],2QEDGs7Rirsc0,X2G03U2703,X2G03U2703,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-18"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.38,20221215,,,C1898-19,centro,2022C,N/A,N/A,20220830,C,30.89,40,CE,X2G03U2704,[],2QEDGJecJVqsN,X2G03U2704,X2G03U2704,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-19"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,24.73,20221215,,,C1898-20,centro,2022C,N/A,N/A,20220830,C,26.92,40,CE,X2G03U2705,[],2QEDGDFn9Coyx,X2G03U2705,X2G03U2705,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-20"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,24.53,20221215,,,C1898-21,centro,2022C,N/A,N/A,20220830,C,34.17,40,CE,X2G03U2706,[],2QEDG4Ue1wErf,X2G03U2706,X2G03U2706,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-21"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.2,20221215,,,C1898-22,centro,2022C,N/A,N/A,20220830,C,30.37,40,CE,X2G03U2707,[],2QEDGswKHuiEZ,X2G03U2707,X2G03U2707,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-22"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,25.89,20221215,,,C1898-23,centro,2022C,N/A,N/A,20220830,C,40.64,40,CE,X2G03U2708,[],2QEDGRMWbk7n3,X2G03U2708,X2G03U2708,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-23"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.46,20221215,,,C1898-24,centro,2022C,N/A,N/A,20220830,C,31.78,40,CE,X2G03U2709,[],2QEDGIo7RVEQb,X2G03U2709,X2G03U2709,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-24"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.11,20221215,,,C1898-25,centro,2022C,N/A,N/A,20220830,C,31.77,40,CE,X2G03U2710,[],2QEDGzipFhtN3,X2G03U2710,X2G03U2710,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-25"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,26.2,20221215,,,C1898-26,centro,2022C,N/A,N/A,20220830,C,34,40,CE,X2G03U2711,[],2QEDGzeVbZgvh,X2G03U2711,X2G03U2711,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-26"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.46,20221215,,,C1898-27,centro,2022C,N/A,N/A,20220830,C,30.95,40,CE,X2G03U2712,[],2QEDGJeGYykXq,X2G03U2712,X2G03U2712,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-27"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.54,20221215,,,C1898-28,centro,2022C,N/A,N/A,20220830,C,31.44,40,CE,X2G03U2713,[],2QEDGCqpo6DS2,X2G03U2713,X2G03U2713,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-28"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,23.27,20221215,,,C1898-29,centro,2022C,N/A,N/A,20220830,C,31.62,40,CE,X2G03U2714,[],2QEDGVf4dRmpo,X2G03U2714,X2G03U2714,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-29"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.52,20221215,,,C1898-30,centro,2022C,N/A,N/A,20220830,C,32.09,40,CE,X2G03U2715,[],2QEDG0xl9NrvY,X2G03U2715,X2G03U2715,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-19)-30"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.13,20221215,,,C1899-1,centro,2022C,N/A,N/A,20220830,C,34.07,40,CE,X2G03U2716,[],2QEDGfkAQhWZY,X2G03U2716,X2G03U2716,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-1"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,18.38,20221215,,,C1899-2,centro,2022C,N/A,N/A,20220830,C,27.11,40,CE,X2G03U2717,[],2QEDG48NndoO8,X2G03U2717,X2G03U2717,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-2"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.58,20221215,,,C1899-3,centro,2022C,N/A,N/A,20220830,C,29.71,40,CE,X2G03U2718,[],2QEDGhhUzqk0s,X2G03U2718,X2G03U2718,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-3"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.27,20221215,,,C1899-4,centro,2022C,N/A,N/A,20220830,C,30.47,40,CE,X2G03U2719,[],2QEDGpDMHSa3v,X2G03U2719,X2G03U2719,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-4"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.72,20221215,,,C1899-5,centro,2022C,N/A,N/A,20220830,C,30.58,40,CE,X2G03U2720,[],2QEDGylL06kd9,X2G03U2720,X2G03U2720,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-5"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.19,20221215,,,C1899-6,centro,2022C,N/A,N/A,20220830,C,34.81,40,CE,X2G03U2721,[],2QEDGS01TPCCx,X2G03U2721,X2G03U2721,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-6"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,23.41,20221215,,,C1899-7,centro,2022C,N/A,N/A,20220830,C,31.67,40,CE,X2G03U2722,[],2QEDGzgd4VFS3,X2G03U2722,X2G03U2722,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-7"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,18.71,20221215,,,C1899-8,centro,2022C,N/A,N/A,20220830,C,28.98,40,CE,X2G03U2723,[],2QEDG9Fa6sx5R,X2G03U2723,X2G03U2723,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-8"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.94,20221215,,,C1899-9,centro,2022C,N/A,N/A,20220830,C,34.29,40,CE,X2G03U2724,[],2QEDG2Ti5kEnu,X2G03U2724,X2G03U2724,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-9"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,16.2,20221215,,,C1899-10,centro,2022C,N/A,N/A,20220830,C,22.32,40,CE,X2G03U2725,[],2QEDGuQ3kote2,X2G03U2725,X2G03U2725,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-10"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.62,20221215,,,C1899-11,centro,2022C,N/A,N/A,20220830,C,33.75,40,CE,X2G03U2726,[],2QEDG0Kd7fhP1,X2G03U2726,X2G03U2726,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-11"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.92,20221215,,,C1899-12,centro,2022C,N/A,N/A,20220830,C,30.97,40,CE,X2G03U2727,[],2QEDGxyOslvRx,X2G03U2727,X2G03U2727,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-12"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,18.44,20221215,,,C1899-13,centro,2022C,N/A,N/A,20220830,C,33,40,CE,X2G03U2728,[],2QEDG0NJHFtVC,X2G03U2728,X2G03U2728,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-13"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,17.39,20221215,,,C1899-14,centro,2022C,N/A,N/A,20220830,C,23.78,40,CE,X2G03U2729,[],2QEDGJVReEIrr,X2G03U2729,X2G03U2729,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-14"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.37,20221215,,,C1899-15,centro,2022C,N/A,N/A,20220830,C,31.67,40,CE,X2G03U2730,[],2QEDGv8X9kH42,X2G03U2730,X2G03U2730,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-15"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,24.06,20221215,,,C1899-16,centro,2022C,N/A,N/A,20220830,C,26,40,CE,X2G03U2731,[],2QEDGcGFNkg75,X2G03U2731,X2G03U2731,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-16"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.32,20221215,,,C1899-17,centro,2022C,N/A,N/A,20220830,C,33.54,40,CE,X2G03U2732,[],2QEDGuZgbL6E8,X2G03U2732,X2G03U2732,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-17"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.94,20221215,,,C1899-18,centro,2022C,N/A,N/A,20220830,C,36.18,40,CE,X2G03U2733,[],2QEDGM9Ibc4GL,X2G03U2733,X2G03U2733,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-18"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.92,20221215,,,C1899-19,centro,2022C,N/A,N/A,20220830,C,36.08,40,CE,X2G03U2734,[],2QEDGjuTVdH4v,X2G03U2734,X2G03U2734,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-19"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,16.32,20221215,,,C1899-20,centro,2022C,N/A,N/A,20220830,C,25.69,40,CE,X2G03U2735,[],2QEDGrswCzHob,X2G03U2735,X2G03U2735,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-20"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.59,20221215,,,C1899-21,centro,2022C,N/A,N/A,20220830,C,33.49,40,CE,X2G03U2736,[],2QEDGSdHsrsyw,X2G03U2736,X2G03U2736,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-21"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.59,20221215,,,C1899-22,centro,2022C,N/A,N/A,20220830,C,31.89,40,CE,X2G03U2737,[],2QEDGTP8ob21z,X2G03U2737,X2G03U2737,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-22"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,17.36,20221215,,,C1899-23,centro,2022C,N/A,N/A,20220830,C,29.61,40,CE,X2G03U2738,[],2QEDGKMQzaWvY,X2G03U2738,X2G03U2738,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-23"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.9,20221215,,,C1899-24,centro,2022C,N/A,N/A,20220830,C,31.74,40,CE,X2G03U2739,[],2QEDGBLOYLlI4,X2G03U2739,X2G03U2739,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-24"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.05,20221215,,,C1899-25,centro,2022C,N/A,N/A,20220830,C,29.04,40,CE,X2G03U2740,[],2QEDGnrv3cW5Z,X2G03U2740,X2G03U2740,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-25"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.77,20221215,,,C1899-26,centro,2022C,N/A,N/A,20220830,C,30.34,40,CE,X2G03U2741,[],2QEDGLr2NFCKC,X2G03U2741,X2G03U2741,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-26"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.74,20221215,,,C1899-27,centro,2022C,N/A,N/A,20220830,C,31.68,40,CE,X2G03U2742,[],2QEDGXGv5zQbU,X2G03U2742,X2G03U2742,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-27"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.4,20221215,,,C1899-28,centro,2022C,N/A,N/A,20220830,C,30.48,40,CE,X2G03U2743,[],2QEDGTfOFpFup,X2G03U2743,X2G03U2743,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-28"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.12,20221215,,,C1899-29,centro,2022C,N/A,N/A,20220830,C,31.9,40,CE,X2G03U2744,[],2QEDGwOvP2Rmw,X2G03U2744,X2G03U2744,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-29"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,27.66,20221215,,,C1899-30,centro,2022C,N/A,N/A,20220830,C,35.43,40,CE,X2G03U2745,[],2QEDGPQ7ebPq1,X2G03U2745,X2G03U2745,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-30"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,18.97,20221215,,,C1899-31,centro,2022C,N/A,N/A,20220830,C,30.01,40,CE,X2G03U2746,[],2QEDGyaQo5BSH,X2G03U2746,X2G03U2746,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-31"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.6,20221215,,,C1899-32,centro,2022C,N/A,N/A,20220830,C,29.91,40,CE,X2G03U2747,[],2QEDGJpGf5iOa,X2G03U2747,X2G03U2747,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-32"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,17.73,20221215,,,C1899-33,centro,2022C,N/A,N/A,20220830,C,25.31,40,CE,X2G03U2748,[],2QEDG5FkfGgjJ,X2G03U2748,X2G03U2748,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-20)-33"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.88,20221215,,,C1900-1,centro,2022C,N/A,N/A,20220830,C,30.72,40,CE,X2G03U2749,[],2QEDGHSo7j7PS,X2G03U2749,X2G03U2749,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-1"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,18.23,20221215,,,C1900-2,centro,2022C,N/A,N/A,20220830,C,30.03,40,CE,X2G03U2750,[],2QEDGLPHTouBD,X2G03U2750,X2G03U2750,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-2"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,25.38,20221215,,,C1900-3,centro,2022C,N/A,N/A,20220830,C,37.14,40,CE,X2G03U2751,[],2QEDGaDUs1r3B,X2G03U2751,X2G03U2751,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-3"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.87,20221215,,,C1900-4,centro,2022C,N/A,N/A,20220830,C,31.97,40,CE,X2G03U2752,[],2QEDG1Bzu8LsC,X2G03U2752,X2G03U2752,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-4"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.28,20221215,,,C1900-5,centro,2022C,N/A,N/A,20220830,C,31.86,40,CE,X2G03U2753,[],2QEDGMupNo6PP,X2G03U2753,X2G03U2753,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-5"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.07,20221215,,,C1900-6,centro,2022C,N/A,N/A,20220830,C,30.9,40,CE,X2G03U2754,[],2QEDGnqNz7zYF,X2G03U2754,X2G03U2754,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-6"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,26.76,20221215,,,C1900-7,centro,2022C,N/A,N/A,20220830,C,30.36,40,CE,X2G03U2755,[],2QEDGNpCBXfXh,X2G03U2755,X2G03U2755,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-7"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.47,20221215,,,C1900-8,centro,2022C,N/A,N/A,20220830,C,27.79,40,CE,X2G03U2756,[],2QEDGo1ojzUKh,X2G03U2756,X2G03U2756,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-8"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.25,20221215,,,C1900-9,centro,2022C,N/A,N/A,20220830,C,32.45,40,CE,X2G03U2757,[],2QEDG54EUVxt0,X2G03U2757,X2G03U2757,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-9"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.16,20221215,,,C1900-10,centro,2022C,N/A,N/A,20220830,C,28.71,40,CE,X2G03U2758,[],2QEDGAla4rdYq,X2G03U2758,X2G03U2758,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-10"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.06,20221215,,,C1900-11,centro,2022C,N/A,N/A,20220830,C,30.89,40,CE,X2G03U2759,[],2QEDG2zPsl9bR,X2G03U2759,X2G03U2759,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-11"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,17.72,20221215,,,C1900-12,centro,2022C,N/A,N/A,20220830,C,27.56,40,CE,X2G03U2760,[],2QEDGkPrTKPBT,X2G03U2760,X2G03U2760,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-12"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.96,20221215,,,C1900-13,centro,2022C,N/A,N/A,20220830,C,28.98,40,CE,X2G03U2761,[],2QEDGhAt58t9z,X2G03U2761,X2G03U2761,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-13"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.48,20221215,,,C1900-14,centro,2022C,N/A,N/A,20220830,C,30.11,40,CE,X2G03U2762,[],2QEDGtOr8TEpv,X2G03U2762,X2G03U2762,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-14"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.46,20221215,,,C1900-15,centro,2022C,N/A,N/A,20220830,C,31.67,40,CE,X2G03U2763,[],2QEDGed7GVSCG,X2G03U2763,X2G03U2763,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-15"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.62,20221215,,,C1900-16,centro,2022C,N/A,N/A,20220830,C,34.16,40,CE,X2G03U2764,[],2QEDG5BFYy3fu,X2G03U2764,X2G03U2764,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-16"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.74,20221215,,,C1900-17,centro,2022C,N/A,N/A,20220830,C,29.46,40,CE,X2G03U2765,[],2QEDGkeyCw4Y5,X2G03U2765,X2G03U2765,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-17"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.11,20221215,,,C1900-18,centro,2022C,N/A,N/A,20220830,C,30.68,40,CE,X2G03U2766,[],2QEDGsFL2NF5W,X2G03U2766,X2G03U2766,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-18"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.69,20221215,,,C1900-19,centro,2022C,N/A,N/A,20220830,C,31.07,40,CE,X2G03U2767,[],2QEDGpSLZox0y,X2G03U2767,X2G03U2767,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-19"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22,20221215,,,C1900-20,centro,2022C,N/A,N/A,20220830,C,33.86,40,CE,X2G03U2768,[],2QEDGOKYia9om,X2G03U2768,X2G03U2768,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-20"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,16.32,20221215,,,C1900-21,centro,2022C,N/A,N/A,20220830,C,26.67,40,CE,X2G03U2769,[],2QEDGAj34zDLI,X2G03U2769,X2G03U2769,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-21"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,20.79,20221215,,,C1900-22,centro,2022C,N/A,N/A,20220830,C,29.27,40,CE,X2G03U2770,[],2QEDGh9p0TuLm,X2G03U2770,X2G03U2770,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-22"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,17.17,20221215,,,C1900-23,centro,2022C,N/A,N/A,20220830,C,25.4,40,CE,X2G03U2771,[],2QEDGYekoJKAC,X2G03U2771,X2G03U2771,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-23"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.67,20221215,,,C1900-24,centro,2022C,N/A,N/A,20220830,C,28.18,40,CE,X2G03U2772,[],2QEDGwCKpgCqH,X2G03U2772,X2G03U2772,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-22)-24"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.33,20221215,,,C1901-1,centro,2022C,N/A,N/A,20220830,C,28.99,40,CE,X2G03U2773,[],2QEDGPoJZpeDo,X2G03U2773,X2G03U2773,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-23)-1"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.36,20221215,,,C1901-2,centro,2022C,N/A,N/A,20220830,C,28.7,40,CE,X2G03U2774,[],2QEDGKtEHJzHM,X2G03U2774,X2G03U2774,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-23)-2"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.71,20221215,,,C1901-3,centro,2022C,N/A,N/A,20220830,C,31.9,40,CE,X2G03U2775,[],2QEDGOcxeZuPK,X2G03U2775,X2G03U2775,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-23)-3"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.03,20221215,,,C1901-4,centro,2022C,N/A,N/A,20220830,C,33.27,40,CE,X2G03U2776,[],2QEDGHjpjnGzr,X2G03U2776,X2G03U2776,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-23)-4"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.85,20221215,,,C1901-5,centro,2022C,N/A,N/A,20220830,C,29.71,40,CE,X2G03U2777,[],2QEDGxf7kqkey,X2G03U2777,X2G03U2777,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-23)-5"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,19.58,20221215,,,C1901-6,centro,2022C,N/A,N/A,20220830,C,28.47,40,CE,X2G03U2778,[],2QEDGghgjsGUh,X2G03U2778,X2G03U2778,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-23)-6"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,22.52,20221215,,,C1901-7,centro,2022C,N/A,N/A,20220830,C,33.14,40,CE,X2G03U2779,[],2QEDGeH0ic3FB,X2G03U2779,X2G03U2779,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-23)-7"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,21.59,20221215,,,C1901-8,centro,2022C,N/A,N/A,20220830,C,29.43,40,CE,X2G03U2780,[],2QEDGy1OdBMl9,X2G03U2780,X2G03U2780,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-23)-8"", ""type"": ""PED""}]",[]
2022-12-15,selfed,,17.66,20221215,,,C1901-9,centro,2022C,N/A,N/A,20220830,C,22.66,40,CE,X2G03U2781,[],2QEDGfvfI6Jnb,X2G03U2781,X2G03U2781,[],"[{""synonym"": ""([3*CLWQHZN49/CLQRCWQ120]-23)-9"", ""type"": ""PED""}]",[]
